15 0.596923 0.305699 0.0413587 0.165149
15 0.350328 0.524029 0.290831 0.41258 1
15 0.298819 0.530725 0.306501 0.421999 1
15 0.446241 0.530044 0.4542 0.698673 1
15 0.502252 0.52505 0.391983 0.769193 1
15 0.494458 0.503041 0.36259 0.952998 1
15 0.495121 0.484521 0.420334 0.896568 1
15 0.495733 0.471642 0.439305 0.899809 1
15 0.547546 0.493369 0.392706 0.9852 1
15 0.51527 0.493934 0.432102 0.984736 1
15 0.532225 0.494069 0.540383 0.986679 1
15 0.580142 0.498451 0.576876 0.996903 1
15 0.558806 0.493636 0.60845 0.984441 1
15 0.469725 0.474502 0.505769 0.946585 1
15 0.390594 0.445231 0.485332 0.88736 1
15 0.364689 0.448344 0.532227 0.895947 1
15 0.392458 0.439949 0.645338 0.879152 1
15 0.440544 0.455302 0.707896 0.910604 1
15 0.476046 0.473854 0.738434 0.942545 1
15 0.408705 0.485098 0.740276 0.936174 1
15 0.369611 0.496254 0.737825 0.939355 1
15 0.357997 0.513871 0.715393 0.938266 1
15 0.397274 0.499991 0.74435 0.981253 1
15 0.537864 0.539353 0.670156 0.894536 1
15 0.690938 0.461965 0.618124 0.899548 1
15 0.762863 0.401996 0.470581 0.803992 1
15 0.804107 0.387717 0.377697 0.775202 1
15 0.717309 0.367099 0.236418 0.733321
15 0.911969 0.557911 0.175358 0.435947 1
15 0.853683 0.56552 0.199143 0.540711 1
15 0.749631 0.490585 0.165789 0.643689 1
15 0.683595 0.438843 0.130759 0.663787 1
15 0.682819 0.424744 0.178732 0.608034 1
15 0.702401 0.463995 0.325923 0.612411 1
15 0.702472 0.488828 0.44034 0.537301 1
15 0.673842 0.455379 0.479561 0.578686 1
15 0.549394 0.43814 0.469328 0.624696 1
15 0.472486 0.3922 0.406758 0.758092 1
15 0.579053 0.339497 0.175743 0.678993 1
15 0.370482 0.268834 0.05094 0.148265
15 0.515875 0.323291 0.347324 0.5096
15 0.635879 0.327489 0.108506 0.507151
15 0.412713 0.346445 0.181436 0.40613 1
15 0.454654 0.344801 0.242104 0.469755 1
15 0.499466 0.346413 0.250452 0.457048 1
15 0.531514 0.353605 0.23334 0.454213 1
15 0.545292 0.383056 0.20434 0.48311 1
15 0.541764 0.382864 0.184318 0.471189 1
15 0.513176 0.354364 0.231814 0.449325 1
15 0.483908 0.33108 0.293825 0.482343 1
15 0.485328 0.301065 0.348164 0.571185 1
15 0.507117 0.295417 0.419871 0.581154 1
15 0.457564 0.299594 0.3103 0.599189 1
15 0.445625 0.325758 0.298598 0.541912 1
15 0.465142 0.353799 0.261759 0.472794 1
15 0.457492 0.290955 0.19536 0.542708
15 0.437608 0.282978 0.289724 0.562704 1
15 0.547921 0.272262 0.337443 0.537862 1
15 0.585642 0.278431 0.404998 0.556862 1
15 0.593876 0.263907 0.0790498 0.525665
15 0.656111 0.281644 0.175767 0.558488
15 0.773972 0.265922 0.445245 0.531845
15 0.899463 0.503797 0.200371 0.480789 1
15 0.826271 0.45762 0.346965 0.618094 1
15 0.712246 0.396681 0.223611 0.786656 1
15 0.667116 0.45723 0.200982 0.620198 1
15 0.618976 0.414277 0.15528 0.595993 1
15 0.603342 0.428527 0.152038 0.597422 1
15 0.585378 0.385573 0.15697 0.569066 1
15 0.604115 0.398831 0.220852 0.596096 1
15 0.61739 0.410496 0.328197 0.613362 1
15 0.566083 0.408586 0.321197 0.61148 1
15 0.504601 0.318642 0.279082 0.624971 1
15 0.571315 0.327267 0.248363 0.654323
15 0.339837 0.176846 0.0434356 0.117564
15 0.37221 0.291935 0.110259 0.352509
15 0.41366 0.279457 0.148173 0.415433 1
15 0.469992 0.281865 0.193725 0.370129 1
15 0.502371 0.333713 0.250157 0.454095 1
15 0.535241 0.248812 0.26129 0.493621 1
15 0.562652 0.236005 0.278011 0.469738 1
15 0.570434 0.234273 0.290438 0.460475 1
15 0.570627 0.251036 0.274256 0.465156 1
15 0.590243 0.250327 0.249804 0.496149 1
15 0.593013 0.284196 0.134708 0.567764 1
15 0.734865 0.480753 0.18259 0.385714 1
15 0.647339 0.497919 0.244684 0.513878 1
15 0.587447 0.475037 0.177749 0.546025 1
15 0.53744 0.485926 0.232392 0.627993 1
15 0.498636 0.376707 0.316582 0.753415 1
15 0.522271 0.396536 0.396511 0.789743 1
15 0.555687 0.380356 0.460007 0.760712 1
15 0.546467 0.417341 0.469719 0.806292 1
15 0.503797 0.495152 0.378124 0.673919 1
15 0.48916 0.374485 0.331998 0.744586 1
15 0.468411 0.36068 0.202736 0.72136 1
15 0.49429 0.368058 0.212798 0.731252 1
15 0.508008 0.433821 0.216671 0.610487 1
15 0.484803 0.407072 0.1861 0.539891 1
15 0.409224 0.43456 0.259025 0.441881 1
15 0.456651 0.316141 0.347686 0.626583 1
15 0.599628 0.394383 0.311837 0.463972 1
15 0.578445 0.383955 0.372284 0.454011
15 0.647027 0.383221 0.236442 0.448667
15 0.574773 0.318296 0.359328 0.578208 1
15 0.619131 0.384295 0.272745 0.444168 2
15 0.600941 0.394066 0.316557 0.481454 1
15 0.591616 0.40372 0.34905 0.493548 1
15 0.562322 0.404045 0.285298 0.521428 1
15 0.541809 0.42831 0.237584 0.553676 1
15 0.540725 0.427819 0.225285 0.559009 1
15 0.592916 0.334454 0.27628 0.597406
15 0.61974 0.302269 0.347956 0.604539 1
15 0.629772 0.268009 0.192399 0.536018
15 0.408376 0.40518 0.140326 0.354291
15 0.45639 0.419245 0.234777 0.404788 1
15 0.531018 0.396874 0.310642 0.544119 1
15 0.587374 0.401698 0.314181 0.526892 1
15 0.624525 0.415329 0.334102 0.52347 1
15 0.640731 0.412202 0.396068 0.535853 1
15 0.651847 0.427059 0.411533 0.542502 1
15 0.626544 0.458202 0.405978 0.505927 1
15 0.624411 0.442445 0.309591 0.558611 1
15 0.592015 0.390374 0.230562 0.630503 1
15 0.586744 0.379548 0.255771 0.672495 1
15 0.489688 0.34745 0.364336 0.693591 1
15 0.463725 0.319293 0.420555 0.635584 1
15 0.400483 0.319352 0.298122 0.638704 2
15 0.420241 0.315559 0.346041 0.631119 1
15 0.662764 0.402395 0.278605 0.448206 1
15 0.622054 0.435862 0.35839 0.492272 1
15 0.582089 0.447305 0.360708 0.492364 1
15 0.548941 0.450202 0.359964 0.488442 1
15 0.531079 0.448768 0.369448 0.481733 1
15 0.518143 0.434452 0.270794 0.472717 1
15 0.539349 0.375278 0.221829 0.750113 1
15 0.446998 0.373266 0.202175 0.373653 1
15 0.532665 0.371879 0.37264 0.373921 2
15 0.442721 0.359363 0.192602 0.42393
15 0.513167 0.353729 0.332414 0.446571
15 0.509945 0.34191 0.231027 0.452907 1
15 0.597176 0.350219 0.341013 0.435965 1
15 0.576102 0.347272 0.275453 0.441853 1
15 0.582582 0.323935 0.290014 0.458158 1
15 0.578844 0.32871 0.304082 0.455237 1
15 0.59534 0.318847 0.331446 0.450052 1
15 0.59861 0.301484 0.353027 0.461493 1
15 0.591441 0.263369 0.357661 0.526371 1
15 0.598458 0.265595 0.3627 0.530369 1
15 0.602973 0.263802 0.362119 0.527605 1
15 0.595568 0.27017 0.34141 0.535366 1
15 0.602092 0.27474 0.36039 0.53443 1
15 0.592272 0.272162 0.346558 0.544325 1
15 0.587297 0.270578 0.347889 0.541157 1
15 0.586446 0.3085 0.346038 0.50156 1
15 0.59707 0.283045 0.371906 0.56609 1
15 0.588134 0.275795 0.365846 0.55159 1
15 0.600552 0.276 0.358219 0.536095 1
15 0.631228 0.272418 0.389317 0.540313 1
15 0.614054 0.266474 0.331337 0.528136 1
15 0.614434 0.312699 0.326579 0.625398 1
15 0.58659 0.35485 0.238251 0.471996 1
15 0.474183 0.247805 0.266307 0.489584
15 0.55255 0.342551 0.352333 0.469431
15 0.605401 0.348024 0.244696 0.450795
15 0.557876 0.300797 0.259762 0.537849 1
15 0.542405 0.332534 0.241644 0.581259 1
15 0.535766 0.336067 0.202947 0.566108 1
15 0.559275 0.357398 0.209955 0.635624 1
15 0.572693 0.393673 0.148229 0.613799
15 0.561158 0.365975 0.126592 0.647636 1
15 0.554855 0.366525 0.166974 0.67118 1
15 0.549914 0.400376 0.169615 0.649111 1
15 0.573265 0.400388 0.244952 0.613504
15 0.607011 0.454321 0.338854 0.58878 1
15 0.596002 0.44178 0.427623 0.605963 1
15 0.587656 0.421065 0.443661 0.591278 1
15 0.479928 0.42323 0.659957 0.587352 2
15 0.456907 0.401334 0.509838 0.602188 1
15 0.449511 0.375238 0.426685 0.63267 1
15 0.55939 0.325181 0.172575 0.649531 1
15 0.580913 0.278289 0.121471 0.554941 1
15 0.346217 0.140744 0.0447855 0.137233
15 0.385174 0.236674 0.101205 0.397431 1
15 0.448728 0.289358 0.229365 0.497737 2
15 0.421169 0.238632 0.0792749 0.401211 1
15 0.453539 0.324214 0.0974235 0.225883
15 0.455448 0.219623 0.18986 0.435256 1
15 0.844748 0.317203 0.17957 0.425992 1
15 0.818312 0.425515 0.278338 0.474355 1
15 0.734814 0.428106 0.309834 0.531436 1
15 0.664712 0.404059 0.255725 0.5674 1
15 0.6274 0.415801 0.217823 0.605974 1
15 0.610984 0.450805 0.190782 0.656211
15 0.55933 0.453403 0.292035 0.645179
15 0.62128 0.462935 0.211001 0.659682 1
15 0.634381 0.468019 0.249298 0.671602 1
15 0.658066 0.508782 0.308216 0.620775 1
15 0.677899 0.545396 0.394141 0.658677 1
15 0.69511 0.576982 0.512749 0.788772 1
15 0.657584 0.461978 0.563748 0.847904 1
15 0.71027 0.552312 0.5744 0.701294 1
15 0.679508 0.549714 0.555565 0.737016 1
15 0.67214 0.511096 0.544745 0.754861 1
15 0.661376 0.547268 0.496939 0.57107 1
15 0.589206 0.530621 0.510631 0.634168 1
15 0.600613 0.506402 0.416463 0.714733 1
15 0.591927 0.562034 0.316041 0.603373 1
15 0.572776 0.44966 0.340993 0.673615 1
15 0.570096 0.447933 0.320178 0.892036 1
15 0.580747 0.448075 0.237514 0.893763 1
15 0.588437 0.436198 0.191769 0.870694 1
15 0.62295 0.411035 0.177272 0.821701 1
15 0.637942 0.523558 0.171214 0.607352 1
15 0.659044 0.531121 0.231433 0.515669 1
15 0.665316 0.551579 0.316977 0.616758 1
15 0.634374 0.56495 0.391451 0.504995 1
15 0.594443 0.428123 0.408903 0.616822 1
15 0.54565 0.397546 0.537511 0.780018 1
15 0.584832 0.539792 0.454457 0.439658 1
15 0.577162 0.464458 0.449535 0.489895 1
15 0.516346 0.466786 0.603828 0.471512 1
15 0.538732 0.411522 0.561159 0.626912 1
15 0.601504 0.470629 0.463445 0.528521 1
15 0.658118 0.437348 0.359009 0.639151 1
15 0.661305 0.657092 0.306888 0.660624 1
15 0.614853 0.646507 0.317485 0.689749 1
15 0.611045 0.63338 0.324176 0.713566 1
15 0.590849 0.637016 0.335888 0.70791 1
15 0.684027 0.623774 0.303561 0.725523 1
15 0.780962 0.61383 0.421871 0.755842 1
15 0.779196 0.622523 0.426697 0.723548 1
15 0.78109 0.623115 0.436811 0.72433 1
15 0.766502 0.589259 0.465728 0.745312 1
15 0.70903 0.432899 0.581271 0.590612 1
15 0.619522 0.289925 0.63925 0.576613 1
15 0.478275 0.214685 0.500754 0.429142 1
15 0.48271 0.1975 0.345975 0.388491 1
15 0.27049 0.409075 0.290029 0.332978 1
15 0.37145 0.36376 0.350103 0.574538 1
15 0.445284 0.347202 0.281231 0.670021 1
15 0.511879 0.334557 0.334489 0.66313 1
15 0.510836 0.370435 0.396274 0.734796 1
15 0.549791 0.432187 0.374506 0.837334 1
15 0.561453 0.464143 0.383403 0.724657 1
15 0.573251 0.461545 0.382387 0.691849 1
15 0.566685 0.465761 0.382324 0.696906 1
15 0.549846 0.458397 0.405599 0.720297 1
15 0.556472 0.425512 0.420032 0.737275 1
15 0.545597 0.38659 0.449202 0.75986 1
15 0.547558 0.43794 0.464662 0.772563 1
15 0.565496 0.420809 0.46356 0.838002 1
15 0.58044 0.393895 0.448205 0.78779 1
15 0.58289 0.37623 0.489155 0.747119 1
15 0.602125 0.358805 0.431232 0.716195 1
15 0.621837 0.365225 0.342934 0.730449 1
15 0.634525 0.396172 0.287649 0.788637 1
15 0.732468 0.4215 0.386377 0.819986 1
15 0.762032 0.430343 0.475733 0.853677 1
15 0.772212 0.40627 0.455143 0.810407 1
15 0.767558 0.408308 0.463717 0.815411 1
15 0.740561 0.353149 0.517988 0.705108 1
15 0.736716 0.333581 0.521233 0.667163 1
15 0.75815 0.360567 0.445101 0.711014 1
15 0.735218 0.342005 0.277674 0.684009 1
15 0.727236 0.335873 0.182327 0.671005 1
15 0.734689 0.261159 0.155344 0.522319 1
15 0.765645 0.23335 0.237246 0.466257 1
15 0.741239 0.257488 0.265966 0.465009 1
15 0.700701 0.290071 0.265722 0.47489 1
15 0.657906 0.325232 0.254387 0.468844 1
15 0.613526 0.344304 0.25122 0.475005 1
15 0.578977 0.353183 0.244939 0.471047 1
15 0.543146 0.384347 0.191734 0.403063 1
15 0.534001 0.395615 0.156946 0.430172 1
15 0.747672 0.43444 0.498913 0.86888 1
15 0.75558 0.467726 0.488112 0.933467 1
15 0.780013 0.467523 0.40818 0.932822 1
15 0.73896 0.442095 0.351887 0.884189 1
15 0.701835 0.360428 0.357024 0.718347 1
15 0.742612 0.331456 0.436355 0.661628 1
15 0.747607 0.347754 0.504659 0.625941 1
15 0.741447 0.394398 0.517105 0.537381 1
15 0.743782 0.412963 0.511686 0.512592 1
15 0.775062 0.429655 0.448208 0.480389 1
15 0.856243 0.369436 0.286053 0.437376 1
15 0.98738 0.367508 0.0250298 0.187076
15 0.0821563 0.901525 0.163674 0.180149
15 0.135241 0.66446 0.268926 0.653274 1
15 0.230633 0.773845 0.461266 0.4354 1
15 0.268946 0.790731 0.535866 0.395144 1
15 0.290115 0.769854 0.577284 0.444445 1
15 0.313132 0.643725 0.605672 0.488947 1
15 0.351633 0.512423 0.5546 0.491797 1
15 0.375367 0.536166 0.522839 0.759765 1
15 0.343007 0.559557 0.418935 0.82024 1
15 0.353612 0.531571 0.319007 0.786524 1
15 0.370947 0.532987 0.33178 0.760116 1
15 0.361139 0.572347 0.311171 0.832948 1
15 0.375952 0.555039 0.271018 0.805337 1
15 0.395271 0.533333 0.288352 0.759949 1
15 0.390481 0.531134 0.273864 0.736255 1
15 0.432913 0.539812 0.443098 0.713016 1
15 0.353536 0.53232 0.599622 0.705367
15 0.339753 0.512594 0.625945 0.706289 1
15 0.347615 0.505776 0.602052 0.73354 1
15 0.354971 0.521157 0.588144 0.745604 1
15 0.265854 0.320656 0.52965 0.634164 1
15 0.679309 0.427362 0.203463 0.204435 2
15 0.275662 0.319515 0.548385 0.638189 1
15 0.676465 0.42706 0.198025 0.204488 2
15 0.279357 0.319363 0.555547 0.638725 1
15 0.672567 0.427614 0.190181 0.203964 2
15 0.282774 0.319311 0.56438 0.638621 1
15 0.673309 0.427701 0.192063 0.203397 2
15 0.286565 0.318951 0.57081 0.635771 1
15 0.673167 0.429131 0.194188 0.200542 2
15 0.283708 0.319326 0.566484 0.638652 1
15 0.671231 0.428718 0.190506 0.201542 2
15 0.279622 0.318801 0.55689 0.636014 1
15 0.670971 0.429083 0.193054 0.201421 2
15 0.278507 0.318544 0.554518 0.636184 1
15 0.668962 0.428548 0.189258 0.202468 2
15 0.273113 0.319578 0.542997 0.639156 1
15 0.671347 0.428917 0.195023 0.202098 2
15 0.276066 0.32084 0.548237 0.636936 1
15 0.670303 0.429517 0.193893 0.200725 2
15 0.279382 0.320619 0.554688 0.63487 1
15 0.670794 0.429361 0.194972 0.200706 2
15 0.286228 0.320206 0.571648 0.636567 1
15 0.670695 0.429036 0.193495 0.20134 2
15 0.289947 0.320601 0.577282 0.635178 1
15 0.676136 0.429399 0.199794 0.201676 2
15 0.295162 0.320078 0.587819 0.634668 1
15 0.679025 0.429114 0.196626 0.20222 2
15 0.293394 0.319448 0.585073 0.638895 1
15 0.679786 0.429647 0.192089 0.201724 2
15 0.286658 0.318886 0.572567 0.637771 1
15 0.676095 0.42909 0.203518 0.201725 2
15 0.289452 0.320754 0.576265 0.63478 1
15 0.677019 0.429279 0.203325 0.202427 2
15 0.294733 0.320181 0.587271 0.634991 1
15 0.682362 0.42946 0.206146 0.202156 2
15 0.292338 0.320195 0.582013 0.635279 1
15 0.689542 0.433119 0.216116 0.195092 2
15 0.293009 0.320163 0.58364 0.634852 1
15 0.694157 0.435667 0.222355 0.189537 2
15 0.287252 0.320068 0.572538 0.640136 1
15 0.692689 0.435745 0.220842 0.189221 2
15 0.283728 0.319628 0.564292 0.639257 1
15 0.687758 0.434071 0.210431 0.192513 2
15 0.28574 0.319666 0.567871 0.639331 1
15 0.684625 0.433331 0.209603 0.194097 2
15 0.286733 0.31979 0.569952 0.639338 1
15 0.682502 0.432666 0.204779 0.19525 2
15 0.288957 0.319716 0.574732 0.639433 1
15 0.683308 0.432524 0.206909 0.195462 2
15 0.289572 0.319891 0.576026 0.639781 1
15 0.681895 0.432701 0.206964 0.19506 2
15 0.290927 0.32014 0.578887 0.639743 1
15 0.683111 0.432181 0.20765 0.196645 2
15 0.286014 0.319349 0.568274 0.638699 1
15 0.683191 0.432453 0.20747 0.198119 2
15 0.282973 0.319936 0.563297 0.634313 1
15 0.680735 0.433028 0.203249 0.194331 2
15 0.285608 0.320881 0.567983 0.635674 1
15 0.677626 0.43243 0.196982 0.195234 2
15 0.292157 0.319444 0.581904 0.633407 1
15 0.667448 0.431542 0.179261 0.195526 2
15 0.29854 0.319546 0.595084 0.635364 1
15 0.668214 0.43193 0.172537 0.195624 2
15 0.307762 0.321036 0.613379 0.636129 1
15 0.668063 0.43235 0.169227 0.195459 2
15 0.310562 0.320982 0.61911 0.636022 1
15 0.667215 0.43261 0.168186 0.195752 2
15 0.303322 0.320841 0.604365 0.636216 1
15 0.665032 0.432342 0.167672 0.196077 2
15 0.305075 0.32086 0.607916 0.635923 1
15 0.666572 0.431742 0.163342 0.196977 2
15 0.310458 0.320502 0.618818 0.634926 1
15 0.672436 0.430715 0.159051 0.197041 2
15 0.310138 0.320788 0.618278 0.635946 1
15 0.677414 0.430829 0.152868 0.197227 2
15 0.307061 0.320571 0.611881 0.63559 1
15 0.671677 0.431552 0.166073 0.196205 2
15 0.312666 0.320768 0.623558 0.636148 1
15 0.678025 0.42999 0.152735 0.199481 2
15 0.315497 0.320901 0.629625 0.635612 1
15 0.315848 0.321029 0.630108 0.636208 1
15 0.309218 0.320496 0.616505 0.636269 1
15 0.307235 0.319594 0.611964 0.637553 1
15 0.66415 0.432753 0.16209 0.195587 2
15 0.296947 0.319849 0.591476 0.638179 1
15 0.662637 0.433186 0.166123 0.193566 2
15 0.301305 0.318437 0.601334 0.636875 1
15 0.663392 0.433505 0.168618 0.193285 2
15 0.29643 0.31853 0.59113 0.637059 1
15 0.660171 0.432868 0.169906 0.194625 2
15 0.298858 0.318422 0.595901 0.636844 1
15 0.658843 0.432321 0.171226 0.195639 2
15 0.297576 0.318116 0.593866 0.636231 1
15 0.6613 0.432779 0.176037 0.194682 2
15 0.302497 0.318431 0.603266 0.636861 1
15 0.668744 0.431742 0.192622 0.199085 2
