class x1 y1 x2 y2 id "file_number"
15 0.456651 0.316141 0.347686 0.626583 1 192
15 0.599628 0.394383 0.311837 0.463972 1 193
15 0.574773 0.318296 0.359328 0.578208 1 196
15 0.600941 0.394066 0.316557 0.481454 1 198
15 0.591616 0.40372 0.34905 0.493548 1 199
15 0.562322 0.404045 0.285298 0.521428 1 200
15 0.541809 0.42831 0.237584 0.553676 1 201
15 0.540725 0.427819 0.225285 0.559009 1 202
15 0.61974 0.302269 0.347956 0.604539 1 204
15 0.45639 0.419245 0.234777 0.404788 1 207
15 0.531018 0.396874 0.310642 0.544119 1 208
15 0.587374 0.401698 0.314181 0.526892 1 209
15 0.624525 0.415329 0.334102 0.52347 1 210
15 0.640731 0.412202 0.396068 0.535853 1 211
15 0.651847 0.427059 0.411533 0.542502 1 212
15 0.626544 0.458202 0.405978 0.505927 1 213
15 0.624411 0.442445 0.309591 0.558611 1 214
15 0.592015 0.390374 0.230562 0.630503 1 215
15 0.586744 0.379548 0.255771 0.672495 1 216
15 0.489688 0.34745 0.364336 0.693591 1 217
15 0.463725 0.319293 0.420555 0.635584 1 218
15 0.420241 0.315559 0.346041 0.631119 1 220
15 0.662764 0.402395 0.278605 0.448206 1 221
15 0.622054 0.435862 0.35839 0.492272 1 222
15 0.582089 0.447305 0.360708 0.492364 1 223
15 0.548941 0.450202 0.359964 0.488442 1 224
15 0.531079 0.448768 0.369448 0.481733 1 225
15 0.518143 0.434452 0.270794 0.472717 1 226
15 0.539349 0.375278 0.221829 0.750113 1 227
15 0.446998 0.373266 0.202175 0.373653 1 228
15 0.509945 0.34191 0.231027 0.452907 1 232
15 0.597176 0.350219 0.341013 0.435965 1 233
15 0.576102 0.347272 0.275453 0.441853 1 234
15 0.582582 0.323935 0.290014 0.458158 1 235
15 0.578844 0.32871 0.304082 0.455237 1 236
15 0.59534 0.318847 0.331446 0.450052 1 237
15 0.59861 0.301484 0.353027 0.461493 1 238
15 0.591441 0.263369 0.357661 0.526371 1 239
15 0.598458 0.265595 0.3627 0.530369 1 240
15 0.602973 0.263802 0.362119 0.527605 1 241
15 0.595568 0.27017 0.34141 0.535366 1 242
15 0.602092 0.27474 0.36039 0.53443 1 243
15 0.592272 0.272162 0.346558 0.544325 1 244
15 0.587297 0.270578 0.347889 0.541157 1 245
15 0.586446 0.3085 0.346038 0.50156 1 246
15 0.59707 0.283045 0.371906 0.56609 1 247
15 0.588134 0.275795 0.365846 0.55159 1 248
15 0.600552 0.276 0.358219 0.536095 1 249
15 0.631228 0.272418 0.389317 0.540313 1 250
15 0.614054 0.266474 0.331337 0.528136 1 251
15 0.614434 0.312699 0.326579 0.625398 1 252
15 0.58659 0.35485 0.238251 0.471996 1 253
15 0.557876 0.300797 0.259762 0.537849 1 257
15 0.542405 0.332534 0.241644 0.581259 1 258
15 0.535766 0.336067 0.202947 0.566108 1 259
15 0.559275 0.357398 0.209955 0.635624 1 260
15 0.561158 0.365975 0.126592 0.647636 1 262
15 0.554855 0.366525 0.166974 0.67118 1 263
15 0.549914 0.400376 0.169615 0.649111 1 264
15 0.607011 0.454321 0.338854 0.58878 1 266
15 0.596002 0.44178 0.427623 0.605963 1 267
15 0.587656 0.421065 0.443661 0.591278 1 268
15 0.456907 0.401334 0.509838 0.602188 1 270
15 0.449511 0.375238 0.426685 0.63267 1 271
15 0.55939 0.325181 0.172575 0.649531 1 272
15 0.580913 0.278289 0.121471 0.554941 1 273
15 0.385174 0.236674 0.101205 0.397431 1 275
15 0.421169 0.238632 0.0792749 0.401211 1 277
15 0.455448 0.219623 0.18986 0.435256 1 279
15 0.844748 0.317203 0.17957 0.425992 1 280
15 0.818312 0.425515 0.278338 0.474355 1 281
15 0.734814 0.428106 0.309834 0.531436 1 282
15 0.664712 0.404059 0.255725 0.5674 1 283
15 0.6274 0.415801 0.217823 0.605974 1 284
15 0.62128 0.462935 0.211001 0.659682 1 287
15 0.634381 0.468019 0.249298 0.671602 1 288
15 0.658066 0.508782 0.308216 0.620775 1 289
15 0.677899 0.545396 0.394141 0.658677 1 290
15 0.69511 0.576982 0.512749 0.788772 1 291
15 0.657584 0.461978 0.563748 0.847904 1 292
15 0.71027 0.552312 0.5744 0.701294 1 293
15 0.679508 0.549714 0.555565 0.737016 1 294
15 0.67214 0.511096 0.544745 0.754861 1 295
15 0.661376 0.547268 0.496939 0.57107 1 296
15 0.589206 0.530621 0.510631 0.634168 1 297
15 0.600613 0.506402 0.416463 0.714733 1 298
15 0.591927 0.562034 0.316041 0.603373 1 299
15 0.572776 0.44966 0.340993 0.673615 1 300
15 0.570096 0.447933 0.320178 0.892036 1 301
15 0.580747 0.448075 0.237514 0.893763 1 302
15 0.588437 0.436198 0.191769 0.870694 1 303
15 0.62295 0.411035 0.177272 0.821701 1 304
15 0.637942 0.523558 0.171214 0.607352 1 305
15 0.659044 0.531121 0.231433 0.515669 1 306
15 0.665316 0.551579 0.316977 0.616758 1 307
15 0.634374 0.56495 0.391451 0.504995 1 308
15 0.594443 0.428123 0.408903 0.616822 1 309
15 0.54565 0.397546 0.537511 0.780018 1 310
15 0.584832 0.539792 0.454457 0.439658 1 311
15 0.577162 0.464458 0.449535 0.489895 1 312
15 0.516346 0.466786 0.603828 0.471512 1 313
15 0.538732 0.411522 0.561159 0.626912 1 314
15 0.601504 0.470629 0.463445 0.528521 1 315
15 0.658118 0.437348 0.359009 0.639151 1 316
15 0.661305 0.657092 0.306888 0.660624 1 317
15 0.614853 0.646507 0.317485 0.689749 1 318
15 0.611045 0.63338 0.324176 0.713566 1 319
15 0.590849 0.637016 0.335888 0.70791 1 320
15 0.684027 0.623774 0.303561 0.725523 1 321
15 0.780962 0.61383 0.421871 0.755842 1 322
15 0.779196 0.622523 0.426697 0.723548 1 323
15 0.78109 0.623115 0.436811 0.72433 1 324
15 0.766502 0.589259 0.465728 0.745312 1 325
15 0.70903 0.432899 0.581271 0.590612 1 326
15 0.619522 0.289925 0.63925 0.576613 1 327
15 0.478275 0.214685 0.500754 0.429142 1 328
15 0.48271 0.1975 0.345975 0.388491 1 329
15 0.27049 0.409075 0.290029 0.332978 1 330
15 0.37145 0.36376 0.350103 0.574538 1 331
15 0.445284 0.347202 0.281231 0.670021 1 332
15 0.511879 0.334557 0.334489 0.66313 1 333
15 0.510836 0.370435 0.396274 0.734796 1 334
15 0.549791 0.432187 0.374506 0.837334 1 335
15 0.561453 0.464143 0.383403 0.724657 1 336
15 0.573251 0.461545 0.382387 0.691849 1 337
15 0.566685 0.465761 0.382324 0.696906 1 338
15 0.549846 0.458397 0.405599 0.720297 1 339
15 0.556472 0.425512 0.420032 0.737275 1 340
15 0.545597 0.38659 0.449202 0.75986 1 341
15 0.547558 0.43794 0.464662 0.772563 1 342
15 0.565496 0.420809 0.46356 0.838002 1 343
15 0.58044 0.393895 0.448205 0.78779 1 344
15 0.58289 0.37623 0.489155 0.747119 1 345
15 0.602125 0.358805 0.431232 0.716195 1 346
15 0.621837 0.365225 0.342934 0.730449 1 347
15 0.634525 0.396172 0.287649 0.788637 1 348
15 0.732468 0.4215 0.386377 0.819986 1 349
15 0.762032 0.430343 0.475733 0.853677 1 350
15 0.772212 0.40627 0.455143 0.810407 1 351
15 0.767558 0.408308 0.463717 0.815411 1 352
15 0.740561 0.353149 0.517988 0.705108 1 353
15 0.736716 0.333581 0.521233 0.667163 1 354
15 0.75815 0.360567 0.445101 0.711014 1 355
15 0.735218 0.342005 0.277674 0.684009 1 356
15 0.727236 0.335873 0.182327 0.671005 1 357
15 0.734689 0.261159 0.155344 0.522319 1 358
15 0.765645 0.23335 0.237246 0.466257 1 359
15 0.741239 0.257488 0.265966 0.465009 1 360
15 0.700701 0.290071 0.265722 0.47489 1 361
15 0.657906 0.325232 0.254387 0.468844 1 362
15 0.613526 0.344304 0.25122 0.475005 1 363
15 0.578977 0.353183 0.244939 0.471047 1 364
15 0.543146 0.384347 0.191734 0.403063 1 365
15 0.534001 0.395615 0.156946 0.430172 1 366
15 0.747672 0.43444 0.498913 0.86888 1 367
15 0.75558 0.467726 0.488112 0.933467 1 368
15 0.780013 0.467523 0.40818 0.932822 1 369
15 0.73896 0.442095 0.351887 0.884189 1 370
15 0.701835 0.360428 0.357024 0.718347 1 371
15 0.742612 0.331456 0.436355 0.661628 1 372
15 0.747607 0.347754 0.504659 0.625941 1 373
15 0.741447 0.394398 0.517105 0.537381 1 374
15 0.743782 0.412963 0.511686 0.512592 1 375
15 0.775062 0.429655 0.448208 0.480389 1 376
15 0.856243 0.369436 0.286053 0.437376 1 377
15 0.135241 0.66446 0.268926 0.653274 1 380
15 0.230633 0.773845 0.461266 0.4354 1 381
15 0.268946 0.790731 0.535866 0.395144 1 382
15 0.290115 0.769854 0.577284 0.444445 1 383
15 0.313132 0.643725 0.605672 0.488947 1 384
15 0.351633 0.512423 0.5546 0.491797 1 385
15 0.375367 0.536166 0.522839 0.759765 1 386
15 0.343007 0.559557 0.418935 0.82024 1 387
15 0.353612 0.531571 0.319007 0.786524 1 388
15 0.370947 0.532987 0.33178 0.760116 1 389
15 0.361139 0.572347 0.311171 0.832948 1 390
15 0.375952 0.555039 0.271018 0.805337 1 391
15 0.395271 0.533333 0.288352 0.759949 1 392
15 0.390481 0.531134 0.273864 0.736255 1 393
15 0.432913 0.539812 0.443098 0.713016 1 394
15 0.339753 0.512594 0.625945 0.706289 1 396
15 0.347615 0.505776 0.602052 0.73354 1 397
15 0.354971 0.521157 0.588144 0.745604 1 398
15 0.265854 0.320656 0.52965 0.634164 1 399
15 0.275662 0.319515 0.548385 0.638189 1 401
15 0.279357 0.319363 0.555547 0.638725 1 403
15 0.282774 0.319311 0.56438 0.638621 1 405
15 0.286565 0.318951 0.57081 0.635771 1 407
15 0.283708 0.319326 0.566484 0.638652 1 409
15 0.279622 0.318801 0.55689 0.636014 1 411
15 0.278507 0.318544 0.554518 0.636184 1 413
15 0.273113 0.319578 0.542997 0.639156 1 415
15 0.276066 0.32084 0.548237 0.636936 1 417
15 0.279382 0.320619 0.554688 0.63487 1 419
15 0.286228 0.320206 0.571648 0.636567 1 421
15 0.289947 0.320601 0.577282 0.635178 1 423
15 0.295162 0.320078 0.587819 0.634668 1 425
15 0.293394 0.319448 0.585073 0.638895 1 427
15 0.286658 0.318886 0.572567 0.637771 1 429
15 0.289452 0.320754 0.576265 0.63478 1 431
15 0.294733 0.320181 0.587271 0.634991 1 433
15 0.292338 0.320195 0.582013 0.635279 1 435
15 0.293009 0.320163 0.58364 0.634852 1 437
15 0.287252 0.320068 0.572538 0.640136 1 439
15 0.283728 0.319628 0.564292 0.639257 1 441
15 0.28574 0.319666 0.567871 0.639331 1 443
15 0.286733 0.31979 0.569952 0.639338 1 445
15 0.288957 0.319716 0.574732 0.639433 1 447
15 0.289572 0.319891 0.576026 0.639781 1 449
15 0.290927 0.32014 0.578887 0.639743 1 451
15 0.286014 0.319349 0.568274 0.638699 1 453
15 0.282973 0.319936 0.563297 0.634313 1 455
15 0.285608 0.320881 0.567983 0.635674 1 457
15 0.292157 0.319444 0.581904 0.633407 1 459
15 0.29854 0.319546 0.595084 0.635364 1 461
15 0.307762 0.321036 0.613379 0.636129 1 463
15 0.310562 0.320982 0.61911 0.636022 1 465
15 0.303322 0.320841 0.604365 0.636216 1 467
15 0.305075 0.32086 0.607916 0.635923 1 469
15 0.310458 0.320502 0.618818 0.634926 1 471
15 0.310138 0.320788 0.618278 0.635946 1 473
15 0.307061 0.320571 0.611881 0.63559 1 475
15 0.312666 0.320768 0.623558 0.636148 1 477
15 0.315497 0.320901 0.629625 0.635612 1 479
15 0.315848 0.321029 0.630108 0.636208 1 480
15 0.309218 0.320496 0.616505 0.636269 1 481
15 0.307235 0.319594 0.611964 0.637553 1 482
15 0.296947 0.319849 0.591476 0.638179 1 484
15 0.301305 0.318437 0.601334 0.636875 1 486
15 0.29643 0.31853 0.59113 0.637059 1 488
15 0.298858 0.318422 0.595901 0.636844 1 490
15 0.297576 0.318116 0.593866 0.636231 1 492
15 0.302497 0.318431 0.603266 0.636861 1 494
