class id file_number color1 color2 color3 color4 color5 breed
15 1 112 bisque gray black darkslategray dimgray Birman
15 1 113 bisque gray black darkslategray dimgray Siamese
15 1 114 blanchedalmond gray black darkslategray dimgray Birman
15 1 115 gray black darkslategray darkslategray dimgray Siamese
15 1 116 beige black gray darkslategray dimgray Birman
15 1 117 darkslategray darkslategray gray black dimgray Siamese
15 1 118      Siamese
15 1 120      Siamese
15 1 121 darkgray gray black darkslategray dimgray "British Shorthair"
15 1 122 darkgray darkslategray gray darkslategray dimgray Persian
15 1 123 silver darkslategray darkolivegreen gray darkgray Siamese
15 1 124      Birman
15 1 125 black darkslategray dimgray darkgray gray Birman
15 1 126 darkgray gray darkslategray dimgray black Birman
15 1 127 darkgray dimgray darkslategray black gray Birman
15 1 128 darkgray dimgray darkslategray gray black Siamese
15 1 129 darkgray black gray dimgray darkslategray Siamese
15 1 130 silver black dimgray darkslategray gray Birman
15 1 134      Siamese
15 1 135      "British Shorthair"
15 1 136 darkgray gray black darkslategray dimgray "British Shorthair"
15 1 137 gray darkgray black darkslategray dimgray Ragdoll
15 1 138 gray black darkgray dimgray darkslategray Persian
15 1 139 gray black darkgray dimgray darkslategray "British Shorthair"
15 1 140      Sphynx
15 1 141 lightslategray darkslategray black dimgray gray Siamese
15 1 142      Siamese
15 1 143      Birman
15 1 144 darkgray dimgray black darkslategray gray Birman
15 1 145 black darkgray darkslategray dimgray gray Siamese
15 1 146 black darkgray dimgray darkslategray gray Birman
15 1 148 darkgray black darkslategray dimgray gray Siamese
15 1 149 darkgray black dimgray darkslategray gray Siamese
15 1 150 darkgray black darkslategray dimgray gray Siamese
15 1 154 black dimgray gray darkslategray darkgray Birman
15 1 155 darkgray gray black dimgray darkslategray Siamese
15 1 156 darkslategray black dimgray silver gray Birman
15 1 157 silver dimgray darkslategray dimgray darkgray Birman
15 1 158 darkslategray silver dimgray gray darkgray Birman
15 1 159 silver darkslategray dimgray dimgray darkgray Siamese
15 1 160 silver darkslategray dimgray darkgray dimgray Persian
15 1 161 silver lightslategray darkslategray black dimgray Birman
15 1 162 darkslategray darkgray black gray dimgray Birman
15 1 163 darkgray darkslategray dimgray gray black Birman
15 1 164      Persian
15 1 168      Birman
15 1 169      Siamese
15 1 170      Siamese
15 1 171 darkgray black darkslategray dimgray gray Siamese
15 1 172 darkgray black darkslategray dimgray gray Siamese
15 1 173 darkgray black darkslategray dimgray gray Ragdoll
15 1 174 darkgray black darkslategray dimgray gray Birman
15 1 175 darkgray black darkslategray dimgray gray Birman
15 1 176      Ragdoll
15 1 177 darkgray darkslategray black dimgray dimgray Siamese
15 1 178 darkgray lightslategray black darkslategray dimgray Sphynx
15 1 179      Ragdoll
15 1 180 lightslategray black darkgray darkslategray dimgray Birman
15 1 181 silver dimgray darkgray black darkslategray Birman
15 1 182 darkgray gray darkslategray dimgray black Siamese
15 1 183 darkgray gray darkslategray dimgray black Siamese
15 1 184 darkslategray darkgray gray black dimgray Birman
15 1 185 darkgray gray darkslategray dimgray black Siamese
15 1 186 darkgray darkslategray gray dimgray black Birman
15 1 187 darkgray gray dimgray black darkslategray Birman
15 1 188      Birman
15 1 189      Siamese
15 1 190      Persian
15 1 191 darkgray dimgray darkslategray black dimgray Birman
15 1 192 gray dimgray dimgray black darkslategray Sphynx
15 1 193 gray darkgray black darkslategray dimgray Siamese
15 1 196      Siamese
15 1 198 darkgray gray black darkslategray dimgray Birman
15 1 199 darkgray gray black darkslategray dimgray Birman
15 1 200      "British Shorthair"
15 1 201      Siamese
15 1 202 darkgray darkslategray gray black dimgray Siamese
15 1 204      Birman
15 1 207 black darkgray darkslategray dimgray dimgray Birman
15 1 208 black darkgray darkslategray dimgray dimgray Siamese
15 1 209 black darkgray darkslategray dimgray dimgray Siamese
15 1 210 dimgray dimgray black darkgray darkslategray Birman
15 1 211 darkslategray black darkgray dimgray gray Birman
15 1 212 darkslategray black gray dimgray darkgray Birman
15 1 213 black darkslategray dimgray gray darkgray Birman
15 1 214 darkslategray black dimgray gray darkgray Birman
15 1 215 darkgray black dimgray darkslategray gray Ragdoll
15 1 216 darkgray black dimgray darkslategray slategray Siamese
15 1 217      "British Shorthair"
15 1 218 lightslategray black darkslategray darkslategray dimgray Siamese
15 1 220      Sphynx
15 1 221 silver black lightslategray darkslategray dimgray Siamese
15 1 222 darkgray black gray darkslategray dimgray Birman
15 1 223 darkgray black darkslategray gray dimgray Birman
15 1 224 silver lightslategray black darkslategray dimgray Siamese
15 1 225      Birman
15 1 226      Sphynx
15 1 227 black darkgray dimgray darkslategray gray Ragdoll
15 1 228      "Egyptian Mau"
15 1 232      Siamese
15 1 233 darkgray black gray darkslategray dimgray Siamese
15 1 234 darkgray darkslategray black dimgray gray Siamese
15 1 235 darkgray black darkslategray dimgray gray Siamese
15 1 236 darkgray black darkslategray dimgray gray Birman
15 1 237 darkgray black dimgray darkslategray gray Birman
15 1 238 darkgray black dimgray darkslategray gray Birman
15 1 239      Birman
15 1 240 darkgray black dimgray darkslategray gray Birman
15 1 241 darkgray black dimgray darkslategray gray Birman
15 1 242 black darkgray dimgray darkslategray gray Birman
15 1 243 dimgray black darkslategray darkgray gray Birman
15 1 244 dimgray darkgray black darkslategray gray Birman
15 1 245 dimgray darkgray black darkslategray gray Birman
15 1 246 dimgray black darkslategray darkgray gray Birman
15 1 247 black dimgray darkslategray darkgray gray Birman
15 1 248      Birman
15 1 249 black dimgray darkgray darkslategray gray Birman
15 1 250 darkgray black dimgray darkslategray gray Birman
15 1 251 darkgray dimgray black darkslategray gray Birman
15 1 252 black darkgray dimgray darkslategray slategray Siamese
15 1 253 black darkgray dimgray dimgray darkslategray Bengal
15 1 257 silver lightslategray black darkslategray dimgray Siamese
15 1 258 silver black gray darkslategray dimgray Siamese
15 1 259 silver darkgray dimgray darkslategray black Ragdoll
15 1 260 silver black darkslategray lightslategray dimgray Birman
15 1 262 silver darkslategray gray dimgray darkgray Ragdoll
15 1 263 silver dimgray darkslategray dimgray darkgray Persian
15 1 264 silver dimgray darkgray dimgray darkslategray "British Shorthair"
15 1 266 darkgray gray darkslategray black dimgray Siamese
15 1 267 darkgray darkslategray black dimgray dimgray Siamese
15 1 268 darkgray darkslategray dimgray gray black Birman
15 1 270 rosybrown darkgray black darkslategray dimgray Siamese
15 1 271 darkgray black darkslategray gray dimgray Siamese
15 1 272      Birman
15 1 273      Birman
15 1 275 darkgray darkslategray black dimgray dimgray Bengal
15 1 277      Siamese
15 1 279 lightslategray black darkslategray dimgray dimgray Bengal
15 1 280      Sphynx
15 1 281 darkgray gray black darkslategray dimgray Sphynx
15 1 282 silver black lightslategray darkslategray dimgray Siamese
15 1 283 silver black darkgray darkslategray dimgray Ragdoll
15 1 284 black silver darkslategray darkgray dimgray Siamese
15 1 287 silver black darkslategray dimgray darkgray Birman
15 1 288 silver black darkslategray dimgray darkgray Ragdoll
15 1 289 silver lightslategray darkslategray black dimgray Birman
15 1 290 darkgray lightslategray darkslategray black dimgray Birman
15 1 291 darkslategray darkgray black dimgray gray Siamese
15 1 292 silver darkgray black darkslategray dimgray Birman
15 1 293 silver darkgray black darkslategray dimgray Birman
15 1 294 darkgray darkslategray black dimgray gray Birman
15 1 295 darkgray darkslategray black dimgray gray Birman
15 1 296 darkslategray darkgray dimgray black gray Ragdoll
15 1 297 darkgray darkslategray black gray dimgray Ragdoll
15 1 298 darkgray darkslategray black dimgray gray Birman
15 1 299 silver lightslategray dimgray black darkslategray Birman
15 1 300 silver lightslategray black darkslategray dimgray "Maine Coon"
15 1 301 darkgray black darkslategray dimgray dimgray Birman
15 1 302 silver darkgray darkslategray darkslategray dimgray Birman
15 1 303      Birman
15 1 304 silver darkslategray darkslategray darkgray dimgray "Egyptian Mau"
15 1 305 silver gray darkslategray darkgray dimgray Birman
15 1 306 gray darkslategray darkgray darkslategray dimgray Bengal
15 1 307 tan gray black darkslategray dimgray Birman
15 1 308 lightgray lightslategray black darkslategray dimgray Birman
15 1 309 silver gray black darkslategray dimgray "Maine Coon"
15 1 310 silver gray black darkslategray dimgray Bengal
15 1 311 silver gray darkslategray black dimgray Siamese
15 1 312 darkgray gray darkslategray black dimgray Birman
15 1 313 silver gray black darkslategray dimgray Ragdoll
15 1 314 silver gray black darkslategray dimgray "Maine Coon"
15 1 315 darkgray darkslategray black dimgray dimgray Birman
15 1 316 silver gray black darkslategray dimgray Siamese
15 1 317 darkslategray darkgray lightslategray darkslategray dimgray Birman
15 1 318 lightslategray darkslategray darkgray darkslategray dimgray Siamese
15 1 319 darkslategray lightslategray darkgray darkslategray dimgray Siamese
15 1 320 gray darkslategray darkgray darkslategray dimgray Birman
15 1 321 gray darkgray black darkslategray dimgray Birman
15 1 322 gray darkgray darkslategray darkslategray dimgray Bengal
15 1 323 darkgray gray darkslategray darkslategray dimgray Bengal
15 1 324 darkgray gray darkslategray darkslategray dimgray Siamese
15 1 325 lightslategray black darkslategray dimgray darkslategray Birman
15 1 326 darkgray gray black darkslategray dimgray Birman
15 1 327 lightslategray black darkslategray dimgray dimgray Birman
15 1 328 darkgray darkslategray black dimgray gray Birman
15 1 329 darkgray darkslategray dimgray gray black Siamese
15 1 330 darkgray black darkslategray gray dimgray Bengal
15 1 331 darkgray black dimgray darkslategray gray Birman
15 1 332 black darkgray dimgray darkslategray gray Birman
15 1 333 darkgray gray dimgray black darkslategray Birman
15 1 334 black darkgray darkslategray dimgray gray Ragdoll
15 1 335 black darkgray dimgray gray darkslategray Siamese
15 1 336 black darkgray gray dimgray darkslategray Sphynx
15 1 337 black gray dimgray darkgray darkslategray Ragdoll
15 1 338 darkslategray gray darkgray dimgray darkslategray Siamese
15 1 339 black darkgray darkslategray gray dimgray "British Shorthair"
15 1 340 black darkgray gray darkslategray dimgray Siamese
15 1 341 darkgray black gray darkslategray dimgray Siamese
15 1 342 silver black darkgray darkslategray dimgray Siamese
15 1 343 darkgray gray black darkslategray dimgray Siamese
15 1 344 gray black darkgray darkslategray dimgray Birman
15 1 345 darkgray lightslategray black darkslategray dimgray Ragdoll
15 1 346 silver darkgray black darkslategray dimgray Birman
15 1 347      Birman
15 1 348 silver darkgray dimgray black darkslategray Birman
15 1 349 gray darkgray black darkslategray dimgray Siamese
15 1 350 gray darkgray black darkslategray dimgray Birman
15 1 351 gray darkgray black dimgray darkslategray Siamese
15 1 352 gray darkgray dimgray black darkslategray Birman
15 1 353 darkgray gray darkslategray dimgray black Siamese
15 1 354 darkgray gray darkslategray dimgray black Siamese
15 1 355 darkgray gray darkslategray dimgray black Birman
15 1 356 darkgray gray dimgray black darkslategray Siamese
15 1 357      Siamese
15 1 358      Bengal
15 1 359 darkgray darkslategray black gray dimgray Siamese
15 1 360      Siamese
15 1 361 darkgray black darkslategray gray dimgray Siamese
15 1 362 darkgray darkslategray black gray dimgray Siamese
15 1 363 darkgray darkslategray black dimgray gray Siamese
15 1 364 darkslategray darkgray black dimgray gray Siamese
15 1 365      Siamese
15 1 366 silver black dimgray darkslategray gray Siamese
15 1 367 darkgray darkslategray black dimgray dimgray Siamese
15 1 368 darkgray black dimgray darkslategray dimgray Siamese
15 1 369 darkgray darkslategray dimgray black gray Birman
15 1 370 darkgray darkslategray black dimgray gray Birman
15 1 371      Birman
15 1 372 darkgray darkslategray dimgray black gray Birman
15 1 373 darkgray darkslategray dimgray black gray Birman
15 1 374 darkgray darkslategray dimgray black gray Birman
15 1 375 darkgray darkslategray dimgray black gray Ragdoll
15 1 376 darkgray darkslategray dimgray black gray Birman
15 1 377 darkgray darkslategray dimgray black gray Birman
15 1 380      Birman
15 1 381 gray darkgray darkslategray dimgray darkolivegreen Birman
15 1 382      Birman
15 1 383      Birman
15 1 384 darkgray darkslategray gray darkslategray dimgray Siamese
15 1 385 darkgray darkslategray gray darkolivegreen dimgray Siamese
15 1 386 darkgray darkolivegreen darkslategray dimgray darkslategray Bengal
15 1 387 darkgray darkslategray dimgray dimgray darkslategray Bengal
15 1 388 darkgray darkslategray dimgray dimgray darkolivegreen Bengal
15 1 389 darkgray darkslategray dimgray dimgray darkslategray Bengal
15 1 390 darkgray darkslategray dimgray darkslategray dimgray Bengal
15 1 391 darkgray darkslategray dimgray darkslategray gray Siamese
15 1 392 darkslategray dimgray gray dimgray darkslategray Siamese
15 1 393 darkslategray gray gray darkolivegreen dimgray Persian
15 1 394 darkslategray darkolivegreen gray dimgray gray Birman
15 1 396 saddlebrown dimgray dimgray darkslategray gray "Maine Coon"
15 1 397 saddlebrown dimgray darkslategray dimgray gray Siamese
15 1 398 saddlebrown dimgray darkslategray dimgray gray Bengal
15 1 399 skyblue antiquewhite black darkslategray dimgray Birman
15 1 401 antiquewhite darkslategray darkslategray black dimgray Birman
15 1 403 gainsboro black darkslategray dimgray dimgray Birman
15 1 405 skyblue beige black darkslategray dimgray Birman
15 1 407 lightsteelblue linen black darkslategray dimgray Birman
15 1 409 gainsboro dimgray black darkslategray dimgray Birman
15 1 411 gainsboro gray black darkslategray dimgray Birman
15 1 413 skyblue beige black darkslategray dimgray Birman
15 1 415 skyblue beige black darkslategray dimgray Ragdoll
15 1 417 skyblue beige darkslategray black dimgray Birman
15 1 419 skyblue beige darkslategray black dimgray Birman
15 1 421 beige dimgray darkslategray black dimgray Birman
15 1 423 beige dimgray darkslategray black dimgray Birman
15 1 425 gainsboro darkslategray dimgray black dimgray Birman
15 1 427 gainsboro gray darkslategray dimgray black Birman
15 1 429 gainsboro gray dimgray darkslategray black Birman
15 1 431 beige dimgray darkslategray gray black Birman
15 1 433 beige darkslategray dimgray gray black Birman
15 1 435 beige dimgray darkslategray gray black Birman
15 1 437 gainsboro dimgray darkslategray black gray Birman
15 1 439 gainsboro gray dimgray darkslategray black Birman
15 1 441 skyblue linen black darkslategray dimgray Birman
15 1 443 skyblue linen black darkslategray dimgray Birman
15 1 445 skyblue linen black darkslategray dimgray Birman
15 1 447 skyblue beige black darkslategray dimgray Birman
15 1 449 skyblue beige black darkslategray dimgray Birman
15 1 451 olivedrab gainsboro black darkslategray dimgray Birman
15 1 453 skyblue linen black darkslategray dimgray Ragdoll
